id,tenant_id,agreement_id,source_type,source_id,entry_direction,amount,currency,period_month,spend_type,channel,cpl_id,fu_id,tactic_id,mechanic_id,is_reversed,reverses_entry_id,idempotency_key,description,created_by,created_at
ca699840-37cf-4ef7-b699-f5d86886041e,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|8af8b927-1704-4bee-bf2b-e7501c3bfaf0,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:25:55.460489
465fa2fb-b164-4ece-820c-a3096f5daaef,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,ca699840-37cf-4ef7-b699-f5d86886041e,REVERSAL|LEDGER|ca699840-37cf-4ef7-b699-f5d86886041e,Reversal of ledger entry ca699840-37cf-4ef7-b699-f5d86886041e,0e23990b-31a0-4ac2-be89-a46ebc8200d4,2026-06-24 18:25:55.467067
a8743eeb-a2ee-452c-8e49-3c106be786ab,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|ac5a9960-ec1b-44bd-860f-71c8a256a3e8,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:25:55.523486
a511a50a-48fc-4a1c-8b42-a1892a4833a5,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,a8743eeb-a2ee-452c-8e49-3c106be786ab,REVERSAL|LEDGER|a8743eeb-a2ee-452c-8e49-3c106be786ab,Reversal of ledger entry a8743eeb-a2ee-452c-8e49-3c106be786ab,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:25:55.530764
5e99a731-4183-4e45-b87f-4aff424d6515,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|0cdb2ccd-8b5d-422f-b476-98c50b4a7893,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:25:55.582871
8eb4f345-6854-4ecd-9164-fdc574b70e68,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,5e99a731-4183-4e45-b87f-4aff424d6515,REVERSAL|LEDGER|5e99a731-4183-4e45-b87f-4aff424d6515,Reversal of ledger entry 5e99a731-4183-4e45-b87f-4aff424d6515,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:25:55.592226
c466fbd1-0cd9-4db1-8b59-49b9349b0821,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|06359bcd-8ee9-4e0a-ad0d-2921cf5252c1,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:28:50.974369
65329470-0d36-43d3-b09a-7b1887f24ff7,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,c466fbd1-0cd9-4db1-8b59-49b9349b0821,REVERSAL|LEDGER|c466fbd1-0cd9-4db1-8b59-49b9349b0821,Reversal of ledger entry c466fbd1-0cd9-4db1-8b59-49b9349b0821,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:28:50.982693
7bac26ab-23f0-45e5-b850-5fe186ccbd18,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|e77fa762-9660-462d-8df4-13758ceede09,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:28:51.153052
803a3e7e-aa48-4ba1-94bd-6ce1e48c3a72,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,7bac26ab-23f0-45e5-b850-5fe186ccbd18,REVERSAL|LEDGER|7bac26ab-23f0-45e5-b850-5fe186ccbd18,Reversal of ledger entry 7bac26ab-23f0-45e5-b850-5fe186ccbd18,0e23990b-31a0-4ac2-be89-a46ebc8200d4,2026-06-24 18:28:51.159918
8a6cbbdd-000e-4cf2-bfd3-318755d996cc,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|c2de6442-f364-44d0-ae69-a644f3ed2233,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:28:51.203045
27ea9a35-5696-41ee-a122-6f61c9f16e81,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,8a6cbbdd-000e-4cf2-bfd3-318755d996cc,REVERSAL|LEDGER|8a6cbbdd-000e-4cf2-bfd3-318755d996cc,Reversal of ledger entry 8a6cbbdd-000e-4cf2-bfd3-318755d996cc,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:28:51.208555
6de5c788-eecd-4937-b3d9-cc024c2b6165,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|76439351-fccf-4195-b343-3b46355a7aa8,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:28:51.250533
5c3e7718-e4c9-4b19-a10c-5ed3214cc890,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,6de5c788-eecd-4937-b3d9-cc024c2b6165,REVERSAL|LEDGER|6de5c788-eecd-4937-b3d9-cc024c2b6165,Reversal of ledger entry 6de5c788-eecd-4937-b3d9-cc024c2b6165,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:28:51.259101
1a93752c-1436-42a2-b8c3-6d776b1be6db,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|369f88ff-8171-4bd2-9ac2-b6ea93ba45e2,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:29:19.056409
1ad43493-086e-48fd-a8ab-4bdb3005c0df,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,1a93752c-1436-42a2-b8c3-6d776b1be6db,REVERSAL|LEDGER|1a93752c-1436-42a2-b8c3-6d776b1be6db,Reversal of ledger entry 1a93752c-1436-42a2-b8c3-6d776b1be6db,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:29:19.062735
ee48c0e7-e216-4682-a1cc-553590eb288c,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|c1821773-76c4-47a9-9e9c-9c4d7ea85481,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:29:19.252691
6b4c0ed9-210e-497f-8490-2e0b82a42900,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,ee48c0e7-e216-4682-a1cc-553590eb288c,REVERSAL|LEDGER|ee48c0e7-e216-4682-a1cc-553590eb288c,Reversal of ledger entry ee48c0e7-e216-4682-a1cc-553590eb288c,0e23990b-31a0-4ac2-be89-a46ebc8200d4,2026-06-24 18:29:19.259369
567ea6b7-5c92-402e-bdbf-93b7b2bc8f3c,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|30aea9b6-1d97-4159-98ea-a18f96d328dc,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:29:19.307777
39b85341-b478-4d35-bfa5-044bae2231ac,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,567ea6b7-5c92-402e-bdbf-93b7b2bc8f3c,REVERSAL|LEDGER|567ea6b7-5c92-402e-bdbf-93b7b2bc8f3c,Reversal of ledger entry 567ea6b7-5c92-402e-bdbf-93b7b2bc8f3c,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:29:19.312657
3a171313-3e44-4cac-8a8a-fcdbd0673c6a,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|55630349-7194-4868-9643-fe8449e01640,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:31:23.245197
c75e45ce-8fcd-42ec-a57f-2a0cdc805c2d,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,3a171313-3e44-4cac-8a8a-fcdbd0673c6a,REVERSAL|LEDGER|3a171313-3e44-4cac-8a8a-fcdbd0673c6a,Reversal of ledger entry 3a171313-3e44-4cac-8a8a-fcdbd0673c6a,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:31:23.253732
59903974-d3fb-44ea-a233-a788d29e8bde,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|78792d4a-6c18-4587-9b01-7d57926d348c,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:31:23.425835
25a7e14a-8baf-4dcd-86c0-97a4aa726d0c,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,CREDIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,f,59903974-d3fb-44ea-a233-a788d29e8bde,REVERSAL|LEDGER|59903974-d3fb-44ea-a233-a788d29e8bde,Reversal of ledger entry 59903974-d3fb-44ea-a233-a788d29e8bde,0e23990b-31a0-4ac2-be89-a46ebc8200d4,2026-06-24 18:31:23.442144
4ac94eb3-ebb0-4c81-9b27-e493a416ea91,598a895e-5a20-48cc-95bd-a52fe5d4bb65,7850c5cd-d19e-4eae-bd30-619b760f8bef,AGREEMENT,7850c5cd-d19e-4eae-bd30-619b760f8bef,DEBIT,5000.00,TRY,2026-02,OFF_INVOICE,NKA,2eded86b-ae2a-4097-92fb-f304c79c57e1,8c500433-8582-4c97-8601-76bc5ba191ce,e647e274-0ca6-49be-aa2f-0f6e4b380233,afcf9ffb-9741-42c5-b07b-e03c0de35588,t,,LEDGER|AGREEMENT|7850c5cd-d19e-4eae-bd30-619b760f8bef|d9bfc463-47de-4c79-bee7-178068a00059,,3b703dae-2955-40a1-affa-f94478da505f,2026-06-24 18:31:23.488335
